Geneid	Crtl_0h_R2	Crtl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3	Emp_CpG_6h_R1	Emp_CpG_6h_R2	Emp_Uns_R1	Emp_Uns_R2	NCoR1_CpG_6h_R1	NCoR1_CpG_6h_R2	NCoR1_Uns_R1	NCoR1_Uns_R2
Rftn2	0	1	0	0	0	0	1	5	1	0	1	1	1	0	1	2	0	0	3	0
Mars2	338	353	222	254	177	196	281	337	230	259	179	185	130	204	311	277	258	185	587	411
Boll	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Plcl1	1	2	3	2	0	1	0	3	1	1	2	0	0	0	2	0	3	6	18	22
9130227L01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsfy2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Satb2	176	244	195	211	140	149	74	101	133	141	60	64	206	175	539	138	262	208	574	250
9130024F11Rik	15	21	35	32	16	29	8	17	11	16	9	19	21	31	71	34	47	25	76	41
BC055402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930558J18Rik	16	26	5	11	16	15	17	15	6	12	13	13	16	17	38	17	7	8	26	20
1700066M21Rik	193	221	62	88	129	98	313	357	134	97	179	98	101	125	335	182	181	128	709	305
Tyw5	105	183	106	149	191	165	174	184	174	186	210	147	190	214	267	140	235	179	321	183
9430016H08Rik	312	338	294	298	371	329	252	315	309	312	367	259	488	585	563	419	865	619	860	536
Spats2l	0	0	0	1	0	1	0	0	0	0	5	3	1	2	0	0	7	3	0	0
Kctd18	133	130	88	121	160	141	149	194	140	113	202	137	280	220	357	133	402	254	489	226
Sgol2a	887	1024	424	434	493	442	987	1028	618	506	535	383	625	812	1508	995	776	744	2417	1372
Aox1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Aox3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aox4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
Aox2	0	0	1	0	2	0	3	1	2	0	7	5	0	1	0	1	2	0	0	0
Bzw1	8472	8729	7508	9106	7938	6580	7268	8502	8812	9093	8087	6034	9046	14256	12919	10973	12669	12984	21291	13462
Clk1	776	1458	473	988	1147	901	1164	1336	971	1131	1026	631	1075	785	2060	688	1267	705	2257	767
Ppil3	241	244	143	131	160	132	169	232	106	120	126	99	156	209	498	371	194	167	502	424
Nif3l1	292	297	141	136	208	191	258	281	126	99	303	225	232	312	475	381	294	282	665	412
Orc2	1487	1736	1079	1182	1780	1497	1222	1470	1109	1010	1705	1154	1560	2053	2014	1204	1904	1781	3205	1715
Fam126b	275	419	216	267	320	258	310	318	258	215	275	198	256	335	427	269	263	234	549	311
Ndufb3	481	452	386	461	335	334	402	452	455	450	398	353	833	1166	1623	1758	1173	860	1938	1458
Gm20257	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	2	3	0	0
Als2cr12	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Cflar	430	501	2239	1053	6273	5256	854	907	6401	5670	7359	6057	12920	13452	1141	508	26986	21424	2088	1013
Casp8	596	705	378	454	584	609	803	1085	715	664	1044	815	1062	1346	1518	1038	2212	1690	1859	1178
Trak2	1401	1498	1156	1217	1086	1243	1318	1535	1506	1447	1280	1061	1331	1235	2516	1010	1830	1336	3739	1762
Stradb	94	99	94	70	96	74	133	203	132	144	154	111	147	197	270	135	189	138	250	131
Als2cr11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem237	79	69	62	54	48	55	149	165	142	154	124	84	61	91	110	80	208	185	223	165
Mpp4	1	0	1	2	2	4	1	3	2	1	2	3	1	1	1	0	6	4	1	1
Als2	389	348	361	286	724	797	602	774	766	796	2092	1792	1318	1513	853	560	4736	3057	1367	796
Cdk15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fzd7	719	835	328	582	578	555	735	845	306	305	303	290	294	424	1853	1553	1909	1612	5536	3160
Gm973	3	1	3	0	0	2	3	23	13	11	6	6	5	4	15	17	3	3	16	11
Sumo1	1845	1768	1664	1962	2172	1660	1530	1866	2080	2201	2327	1791	2666	3622	3718	2688	4750	4561	5217	2786
Nop58	4057	4751	4022	5722	4286	4140	2963	3598	4948	5244	4716	3579	4997	8460	6676	5353	4381	4819	8576	5989
Snord70	2	2	2	5	6	2	3	2	2	6	6	3	2	0	4	0	0	0	2	1
Snord11	0	0	0	2	2	1	1	0	2	1	3	0	0	0	1	0	1	0	1	1
Bmpr2	1214	1354	988	828	903	778	1526	1840	1380	1284	1043	876	750	1029	2291	1125	1676	1775	4061	1740
Fam117b	1150	1124	390	420	392	309	886	1002	283	252	417	374	445	642	2231	1352	506	523	2723	1622
Ica1l	6	15	10	5	5	5	6	4	8	2	9	5	7	3	6	13	11	5	11	8
Wdr12	922	1003	750	833	946	839	727	903	835	774	1506	1196	1174	1570	1173	1031	619	461	1897	1166
Carf	74	127	58	57	115	86	87	96	88	62	132	86	128	121	209	72	115	95	264	95
Nbeal1	255	336	185	255	266	196	341	420	282	329	304	275	201	222	377	257	388	388	826	420
Cyp20a1	504	449	302	345	254	235	594	663	490	613	269	259	294	387	681	620	330	311	1221	905
Abi2	1146	944	1028	1022	412	340	781	889	924	737	442	357	550	807	1284	762	382	403	1497	832
Raph1	335	423	168	179	95	84	501	573	230	117	96	79	106	120	817	370	119	86	367	186
Cd28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctla4	0	0	16	3	18	12	2	1	36	30	44	15	39	90	3	7	990	938	61	27
Icos	2	2	2	1	0	1	21	26	23	15	6	6	5	10	24	35	2	0	4	3
9530026F06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard3b	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1
Nrp2	1	0	27	22	237	291	24	32	1133	900	2831	3644	1922	2192	4	5	9677	6084	44	28
4930487H11Rik	0	0	0	0	1	0	0	0	5	5	12	10	2	3	0	1	9	3	0	0
Ino80d	1179	1801	1460	2228	1631	1642	1254	1472	1793	1810	1507	1168	2490	2386	1935	738	3159	2452	2912	1264
Ino80dos	13	18	10	28	32	18	21	25	20	18	24	12	33	20	27	4	19	14	21	8
Ndufs1	1536	1717	939	1275	1418	1222	1107	1333	929	993	1333	853	1613	1680	2555	1425	1614	1289	3333	1846
Eef1b2	11184	10840	10155	11038	8308	9322	9138	11730	10964	11991	9376	7917	8909	14555	18466	18722	9394	8006	24009	16169
Snora41	9	18	4	17	7	11	8	8	8	13	9	2	4	6	17	0	5	4	9	1
Gpr1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Zdbf2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Adam23	96	70	57	66	457	493	238	355	235	348	721	625	496	354	217	134	639	457	751	511
Dytn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1b	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Fastkd2	491	547	463	553	768	625	462	498	592	531	796	565	845	945	671	457	786	687	1093	525
4933402D24Rik	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Gm13749	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mir1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf7	85	97	161	205	61	92	204	187	192	281	67	77	38	50	244	188	63	46	693	441
Mir6899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creb1	1971	2181	2535	3564	1555	1488	2191	2395	3519	3864	2174	1539	1821	2227	4413	2382	2290	2138	6402	3189
Mettl21a	91	82	44	53	61	45	160	193	93	82	60	47	103	109	240	202	107	104	290	168
2810408I11Rik	75	75	59	87	72	74	51	78	70	68	66	40	91	157	191	132	274	247	296	221
Ccnyl1	240	282	349	477	199	220	389	450	777	858	354	293	230	201	426	162	573	441	882	377
Fzd5	229	159	213	228	101	101	298	324	307	309	171	162	101	125	397	215	683	441	1093	555
Plekhm3	1961	2515	832	752	360	486	1523	2000	547	461	518	433	414	486	3800	1557	448	271	4107	1876
Akr1cl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Crygc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D630023F18Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Idh1	747	637	209	249	394	321	755	886	253	298	398	277	189	221	779	647	333	218	1680	981
Pikfyve	825	1075	632	695	1483	1233	1064	1493	956	900	1480	1214	1312	1077	1271	565	1931	1428	2673	1348
Pth2r	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Crygf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2	2	2	0	0	3	1	106	163	63	133	101	92	9	11	20	12	7	11	12	6
Unc80	0	0	21	15	1	0	1	0	10	4	0	0	1	2	1	0	3	2	0	0
Rpe	1228	1158	912	947	2305	1776	1226	1611	1377	1390	3122	2372	1982	3169	2448	1862	4329	4441	4204	2389
Kansl1l	96	135	77	119	440	402	182	216	152	181	292	217	304	308	148	88	354	297	227	112
Acadl	4423	2991	3337	2642	5217	4315	3198	4174	3242	3275	7030	5738	4686	7184	4879	4687	9253	8954	7814	5557
Myl1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Lancl1	262	280	186	229	147	151	270	290	226	252	161	160	227	233	539	429	181	115	530	274
Cps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf2	0	0	1	0	8	5	0	0	0	1	0	0	0	0	0	0	1	3	1	0
Spag16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwc2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bard1	441	540	270	356	319	327	473	584	341	372	384	305	612	743	1257	616	958	713	1620	944
Abca12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Atic	2836	3237	1879	2602	1662	1991	2052	2619	1878	2137	2101	1776	2362	3779	4329	4257	2421	2084	7724	5036
Fn1	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0
Apol7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933417E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mreg	257	277	120	162	177	343	61	84	40	38	35	48	342	496	382	334	278	231	356	291
Pecr	31	62	33	45	8	16	20	20	14	16	9	8	21	20	48	71	28	17	127	87
Tmem169	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Xrcc5	37	42	24	42	16	17	16	9	11	11	7	11	17	24	70	68	24	11	59	70
March4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarcal1	533	595	213	299	361	391	492	643	252	308	514	429	611	609	1290	725	564	322	1652	824
Ankar	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1
Rpl37a	5768	5068	4773	5379	3871	5857	3555	4429	4050	4217	3936	3783	3274	4555	6626	5357	5794	4423	9494	5047
Igfbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D530049I02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030407O03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tns1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0
Rufy4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cxcr2	0	0	2	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0
Cxcr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	18163	18428	14108	17093	11824	11301	16098	19580	16574	17835	14157	10680	16120	23800	36728	31169	25867	26488	57043	38868
Gpbar1	0	0	1	3	1	0	0	0	1	1	0	0	2	1	0	0	1	0	1	0
Aamp	1860	1787	1544	1935	1908	2032	1105	1382	1451	1711	1656	1485	3024	3163	3288	2415	3983	2130	4169	2574
Pnkd	107	108	91	99	131	198	76	113	66	96	88	99	215	276	340	360	779	440	361	239
Tmbim1	401	462	400	383	253	337	300	376	354	361	286	258	525	552	1093	521	1296	744	2051	1167
Catip	3	3	4	4	7	8	0	0	4	1	5	0	3	4	4	3	10	5	10	4
Slc11a1	205	250	192	306	285	441	16	23	53	39	88	66	255	228	196	186	347	178	237	131
Ctdsp1	1232	1258	944	1196	988	1242	920	1145	831	1017	671	769	1518	1567	3468	1984	2781	1837	4827	2500
Mir26b	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
Vil1	0	5	1	4	4	3	0	0	1	1	1	1	1	0	3	1	5	0	1	0
Usp37	1292	1711	1161	1570	1200	1121	1055	1520	1226	1375	978	873	1521	1834	2534	1146	1791	1520	3398	1733
Rqcd1	2044	2258	1348	1609	2022	2018	1568	2036	1445	1431	1761	1457	3203	4047	3808	2225	3695	3392	5879	3414
Plcd4	3	5	1	4	6	1	8	2	1	1	7	4	1	2	5	1	1	1	9	1
Zfp142	587	689	543	760	601	748	488	656	540	624	543	528	832	599	996	269	1024	525	1671	565
Bcs1l	124	159	56	95	107	115	92	125	70	85	89	93	192	197	376	321	128	104	493	265
Rnf25	266	290	223	271	362	334	267	299	376	346	459	355	541	423	538	226	813	449	703	336
Stk36	8	3	5	8	7	2	8	9	7	6	10	4	13	9	26	6	16	6	19	6
Ttll4	603	860	418	565	490	546	552	701	548	557	470	411	449	343	916	386	471	291	1346	573
Cyp27a1	277	503	146	194	58	45	607	780	231	352	240	201	48	54	766	263	320	218	1456	500
Prkag3	1	0	0	2	0	0	0	4	1	1	1	0	0	0	0	0	3	0	3	6
Wnt6	149	122	140	117	48	54	2	3	10	4	1	1	112	95	139	126	70	51	188	117
Wnt10a	0	0	1	1	0	2	0	0	4	0	0	0	1	1	0	1	0	1	0	0
Cdk5r2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Fev	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryba2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mir375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc108	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ihh	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
Nhej1	21	27	13	19	23	27	12	29	7	18	5	20	27	41	43	30	41	33	72	26
Slc23a3	2	0	1	2	2	1	1	3	1	0	1	0	4	0	2	1	5	3	2	1
Cnppd1	711	706	481	537	699	959	676	752	577	573	628	556	1480	1757	1469	1113	3167	1838	2472	1554
Fam134a	919	908	445	492	755	957	1100	1229	634	651	716	676	1376	1656	1703	1256	2322	1434	3325	2022
Zfand2b	200	213	153	218	234	281	189	205	219	264	225	200	579	536	470	320	958	461	697	393
Abcb6	250	257	123	185	190	188	110	123	75	82	114	89	364	325	433	281	276	146	544	348
Atg9a	308	352	155	242	324	328	314	388	268	314	296	315	627	446	627	271	797	396	1035	474
Ankzf1	114	223	75	123	195	189	185	217	102	149	192	153	251	145	379	163	267	151	456	182
Glb1l	39	82	27	47	38	46	86	133	90	81	59	33	58	22	136	36	68	23	122	39
Stk16	360	458	253	433	401	410	354	431	399	397	513	385	682	662	1061	633	1347	771	1533	816
Tuba4a	925	805	629	661	448	529	606	635	543	490	550	449	913	1386	1170	1120	1192	797	973	631
A630095N17Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb2	98	68	97	130	153	185	88	114	130	176	189	229	344	313	220	104	445	243	271	143
Ptprn	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	7	1	0	0
Resp18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnpep	821	669	576	678	573	585	509	729	572	667	481	497	1022	1171	1441	1181	1414	905	2065	1459
Des	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	2	0
Gm15179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speg	35	28	14	12	30	34	4	11	1	2	3	0	14	10	77	43	22	11	109	65
Gmppa	476	509	323	436	382	435	423	565	380	500	416	370	737	678	1338	817	934	529	1773	863
Asic4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
Chpf	683	541	470	540	503	708	255	418	357	383	392	483	678	833	920	786	1042	643	1281	764
Tmem198	7	16	12	17	19	20	20	17	16	26	22	23	35	13	15	6	36	7	44	10
Obsl1	2	3	1	1	1	8	0	0	0	0	1	3	10	5	1	3	9	7	2	1
Inha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk11ip	380	434	231	319	459	570	314	412	247	330	277	306	700	616	612	347	836	478	919	481
Slc4a3	0	0	0	0	0	1	0	0	0	0	0	0	5	1	0	0	4	0	0	0
Gm17751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha4	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0
Mir6352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax3	1	2	0	0	0	0	8	6	8	6	4	7	1	9	2	16	9	16	37	25
Sgpp2	4	1	4	0	5	3	6	3	3	1	5	3	3	1	7	1	5	2	12	3
Farsb	1617	1728	1050	1262	1257	1209	1379	1536	1132	1159	1523	1075	1343	2051	2372	1883	1343	1250	3558	2523
Mogat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsl3	701	687	211	261	274	221	813	930	297	310	427	347	166	228	737	488	184	211	1830	990
Utp14b	364	434	168	277	221	201	361	431	162	197	272	244	130	158	453	271	179	179	1199	697
Kcne4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ap1s3	3719	4891	1562	2062	1325	1059	4788	5302	1778	2059	2647	1631	1052	1276	6560	3099	1390	1139	10372	4790
Wdfy1	1013	1017	661	692	1100	957	1233	1567	881	916	2368	1799	1457	2442	1933	1638	6328	5748	5123	3213
Mrpl44	391	395	215	214	320	310	347	385	230	191	415	325	469	555	705	517	856	670	1168	664
Serpine2	2	4	2	4	0	0	3	7	1	3	9	12	50	40	3	2	22	9	5	3
Fam124b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cul3	3069	3288	2196	2770	2571	2117	2725	3161	2829	2802	2707	1875	2591	3349	4592	2834	3192	3461	6737	3777
1700016L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock10	6221	8560	3043	4378	16814	14978	6791	8826	3226	4871	6922	5352	10754	8340	14704	5290	26307	19334	22684	9462
Nyap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irs1	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Rhbdd1	364	422	276	354	307	295	605	683	611	693	538	441	577	760	888	511	1018	922	1606	890
Col4a4	0	1	0	1	0	0	0	2	0	1	1	0	0	1	3	0	2	1	2	1
Col4a3	1	1	2	1	2	1	0	0	2	0	0	2	1	0	1	1	2	2	9	0
Mff	1014	1018	657	792	840	747	931	1087	782	830	955	738	992	1209	1696	1148	1358	1193	2735	1480
Tm4sf20	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0
Agfg1	1249	1294	1054	1210	1222	1082	924	1096	1153	1106	1405	1025	1561	2015	2162	1493	2672	2260	3724	2034
Slc19a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daw1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphkap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pid1	22	40	4	31	5	2	23	40	7	20	0	1	6	6	168	133	31	25	811	419
Mir6353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dner	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	4
Mir5126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trip12	8237	8045	6936	6734	8817	7598	6412	7591	7035	7125	10192	7696	8753	9839	10713	5718	15089	11997	16662	8348
Fbxo36	11	13	11	7	12	8	8	10	11	10	15	7	14	27	30	14	37	22	29	13
Slc16a14	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	3	11	6
A530032D15Rik	74	86	153	119	205	270	68	62	150	123	411	277	336	291	92	55	796	734	200	126
Gm7609	93	43	141	99	212	208	29	51	57	43	203	152	118	92	10	9	2004	1428	216	134
C130026I21Rik	1148	1230	1381	1530	1440	1235	448	530	682	645	886	695	183	292	228	234	2760	2240	2130	1440
Sp110	1648	1501	1565	1782	1640	2084	1284	1730	1657	1605	2991	2634	2278	3530	2336	1863	8496	6935	3852	2473
Sp140	1305	1120	1955	1772	1871	1723	1124	1322	2241	1914	4374	2969	1967	2948	2126	1454	6382	5709	2886	1822
Sp100	2022	1345	1473	1095	3240	3575	1370	1816	1383	1292	6644	5425	5596	7898	2048	1161	13217	12535	1695	1201
A630001G21Rik	225	398	319	436	420	375	94	151	122	133	109	100	365	231	339	92	355	171	545	207
Mir8096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9930111H07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cab39	2678	2783	2098	2238	3158	2493	2318	2734	2376	2302	2184	1570	4048	4316	4564	2611	4944	3965	6953	3599
Itm2c	4221	4025	2536	3529	2517	2762	3827	4803	3146	3787	1922	1828	2468	4113	9088	10688	12426	9158	16429	13885
4933407L21Rik	3	2	0	1	7	3	0	0	1	0	1	1	4	1	6	0	6	1	1	0
Gpr55	276	275	133	169	690	596	250	294	151	167	407	356	595	708	692	360	1341	966	795	387
Spata3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2810459M11Rik	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	2	1
Psmd1	5321	5035	4704	5068	5654	5164	3758	4385	4686	4534	5739	4346	6973	10382	8294	6188	9913	8377	13793	9089
Htr2b	2	6	12	4	15	6	8	8	3	13	8	1	4	1	4	0	5	3	9	5
Armc9	34	59	18	29	11	13	44	69	25	37	29	26	27	29	103	52	43	24	121	72
B3gnt7	1	1	1	2	2	5	6	7	6	12	5	1	8	24	12	14	38	44	31	20
Ncl	24941	28848	22911	29375	25291	25066	16867	19415	22177	22749	27198	20804	28931	37425	40798	25320	29022	25962	66941	35933
Snora75	1	4	3	8	5	3	0	2	7	4	4	2	7	1	2	0	1	0	2	1
Gm24148	4	7	1	4	4	2	3	4	5	5	5	3	1	0	5	0	0	0	4	0
Snord82	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C130036L24Rik	9	16	11	11	15	17	4	16	11	18	13	23	23	24	25	10	35	22	44	21
Nmur1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	2	2	0	3	2
1700019O17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptma	25489	24003	21745	24908	12739	15016	23066	27804	27076	27606	18390	18265	14911	31298	51652	65054	27825	29534	70147	64201
Pde6d	391	411	170	254	281	351	289	384	227	236	263	265	537	586	1230	934	717	517	1415	880
Cops7b	497	488	391	349	438	487	485	598	418	424	599	499	682	844	1001	684	1092	691	1484	1007
Nppc	5	16	6	5	8	29	31	40	16	15	2	12	7	21	48	34	51	39	48	26
Dis3l2	307	351	228	334	225	231	405	517	441	470	462	360	517	727	890	705	710	568	1370	887
Alppl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecel1	2	0	0	2	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0
Prss56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eif4e2	1526	1463	1375	1542	1432	1482	1276	1557	1584	1672	1558	1343	2166	2723	3154	2474	3489	2560	4934	2736
Efhd1	2	1	2	0	2	0	2	0	0	1	0	0	2	2	1	6	16	13	10	10
Gigyf2	1166	1323	857	875	1053	1195	1102	1263	1178	1122	1318	1128	1555	1761	2244	1463	2009	1673	3183	2184
Kcnj13	3	2	3	6	3	3	1	5	5	0	8	3	2	4	1	0	7	1	1	0
3110079O15Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ngef	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	1
Neu2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5d	8284	8613	2473	3945	2105	2553	6583	8717	1785	2773	3992	3188	3208	3368	14941	9376	2524	1519	21831	11899
Atg16l1	714	1022	580	740	775	781	729	920	716	680	921	743	863	588	1123	380	1617	750	1820	779
Scarna6	4	7	1	5	3	0	4	2	2	3	5	1	1	0	2	0	0	0	1	0
