Geneid	Ctrl_0h_R2	Ctrl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3
Cryba2	0	0	0	0	0	0	0	0	0	0	0	0
Mir375	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc108	0	0	0	0	0	0	0	0	0	0	0	1
Ihh	0	2	0	0	1	0	0	1	0	0	0	0
Nhej1	21	27	13	19	23	27	12	29	7	18	5	20
Slc23a3	2	0	1	2	2	1	1	3	1	0	1	0
Cnppd1	711	706	481	537	699	959	676	752	577	573	628	556
Fam134a	919	908	445	492	755	957	1100	1229	634	651	716	676
Zfand2b	200	213	153	218	234	281	189	205	219	264	225	200
Abcb6	250	257	123	185	190	188	110	123	75	82	114	89
Atg9a	308	352	155	242	324	328	314	388	268	314	296	315
Ankzf1	114	223	75	123	195	189	185	217	102	149	192	153
Glb1l	39	82	27	47	38	46	86	133	90	81	59	33
Stk16	360	458	253	433	401	410	354	431	399	397	513	385
Tuba4a	925	805	629	661	448	529	606	635	543	490	550	449
A630095N17Rik	0	1	0	0	0	0	0	0	0	0	0	0
Dnajb2	98	68	97	130	153	185	88	114	130	176	189	229
Ptprn	1	0	0	0	0	0	0	0	0	0	0	0
Resp18	0	0	0	0	0	0	0	0	0	0	0	0
Dnpep	821	669	576	678	573	585	509	729	572	667	481	497
Des	1	0	0	0	0	0	0	0	0	0	0	1
Gm15179	0	0	0	0	0	0	0	0	0	0	0	0
Speg	35	28	14	12	30	34	4	11	1	2	3	0
Gmppa	476	509	323	436	382	435	423	565	380	500	416	370
Asic4	0	0	0	0	0	0	0	0	0	0	0	0
Chpf	683	541	470	540	503	708	255	418	357	383	392	483
Tmem198	7	16	12	17	19	20	20	17	16	26	22	23
Obsl1	2	3	1	1	1	8	0	0	0	0	1	3
Inha	0	0	0	0	0	0	0	0	0	0	0	0
Stk11ip	380	434	231	319	459	570	314	412	247	330	277	306
Slc4a3	0	0	0	0	0	1	0	0	0	0	0	0
Gm17751	0	0	0	0	0	0	0	0	0	0	0	0
Mir6343	0	0	0	0	0	0	0	0	0	0	0	0
Epha4	0	0	0	0	0	0	1	0	0	0	0	1
Mir6352	0	0	0	0	0	0	0	0	0	0	0	0
Pax3	1	2	0	0	0	0	8	6	8	6	4	7
Sgpp2	4	1	4	0	5	3	6	3	3	1	5	3
Farsb	1617	1728	1050	1262	1257	1209	1379	1536	1132	1159	1523	1075
Mogat1	0	0	0	0	0	0	0	0	0	0	0	0
Acsl3	701	687	211	261	274	221	813	930	297	310	427	347
Utp14b	364	434	168	277	221	201	361	431	162	197	272	244
Kcne4	0	0	0	0	0	0	0	0	0	0	0	0
Scg2	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s3	3719	4891	1562	2062	1325	1059	4788	5302	1778	2059	2647	1631
Wdfy1	1013	1017	661	692	1100	957	1233	1567	881	916	2368	1799
Mrpl44	391	395	215	214	320	310	347	385	230	191	415	325
Serpine2	2	4	2	4	0	0	3	7	1	3	9	12
Fam124b	0	0	0	0	0	0	0	0	0	0	0	0
Cul3	3069	3288	2196	2770	2571	2117	2725	3161	2829	2802	2707	1875
1700016L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Dock10	6221	8560	3043	4378	16814	14978	6791	8826	3226	4871	6922	5352
Nyap2	0	0	0	0	0	0	0	0	0	0	0	0
Mir6344	0	0	0	0	0	0	0	0	0	0	0	0
Irs1	2	1	0	0	0	0	0	0	2	0	0	0
Rhbdd1	364	422	276	354	307	295	605	683	611	693	538	441
Col4a4	0	1	0	1	0	0	0	2	0	1	1	0
Col4a3	1	1	2	1	2	1	0	0	2	0	0	2
Mff	1014	1018	657	792	840	747	931	1087	782	830	955	738
Tm4sf20	0	0	0	0	0	1	1	0	0	1	1	0
Agfg1	1249	1294	1054	1210	1222	1082	924	1096	1153	1106	1405	1025
Slc19a3	0	0	0	0	0	0	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0	0	0	0	0	0	0
Daw1	0	0	0	0	0	0	0	0	0	0	0	0
Sphkap	0	0	0	0	0	0	0	0	0	0	0	0
Pid1	22	40	4	31	5	2	23	40	7	20	0	1
Mir6353	0	0	0	0	0	0	0	0	0	0	0	0
Dner	0	0	0	0	0	0	0	1	0	0	1	0
Mir5126	0	0	0	0	0	0	0	0	0	0	0	0
Trip12	8237	8045	6936	6734	8817	7598	6412	7591	7035	7125	10192	7696
Fbxo36	11	13	11	7	12	8	8	10	11	10	15	7
Slc16a14	0	0	0	0	0	0	0	0	0	1	0	1
A530032D15Rik	74	86	153	119	205	270	68	62	150	123	411	277
Gm7609	93	43	141	99	212	208	29	51	57	43	203	152
C130026I21Rik	1148	1230	1381	1530	1440	1235	448	530	682	645	886	695
Sp110	1648	1501	1565	1782	1640	2084	1284	1730	1657	1605	2991	2634
Sp140	1305	1120	1955	1772	1871	1723	1124	1322	2241	1914	4374	2969
Sp100	2022	1345	1473	1095	3240	3575	1370	1816	1383	1292	6644	5425
A630001G21Rik	225	398	319	436	420	375	94	151	122	133	109	100
Mir8096	0	0	0	0	0	0	0	0	0	0	0	0
9930111H07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cab39	2678	2783	2098	2238	3158	2493	2318	2734	2376	2302	2184	1570
Itm2c	4221	4025	2536	3529	2517	2762	3827	4803	3146	3787	1922	1828
4933407L21Rik	3	2	0	1	7	3	0	0	1	0	1	1
Gpr55	276	275	133	169	690	596	250	294	151	167	407	356
Spata3	0	0	0	0	0	0	1	0	0	0	0	0
2810459M11Rik	0	0	0	0	0	1	0	0	0	1	0	0
Psmd1	5321	5035	4704	5068	5654	5164	3758	4385	4686	4534	5739	4346
Htr2b	2	6	12	4	15	6	8	8	3	13	8	1
Armc9	34	59	18	29	11	13	44	69	25	37	29	26
B3gnt7	1	1	1	2	2	5	6	7	6	12	5	1
Ncl	24941	28848	22911	29375	25291	25066	16867	19415	22177	22749	27198	20804
Snora75	1	4	3	8	5	3	0	2	7	4	4	2
Gm24148	4	7	1	4	4	2	3	4	5	5	5	3
Snord82	0	0	0	0	0	1	0	0	0	0	0	0
C130036L24Rik	9	16	11	11	15	17	4	16	11	18	13	23
Nmur1	0	0	1	0	0	1	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ptma	25489	24003	21745	24908	12739	15016	23066	27804	27076	27606	18390	18265
Pde6d	391	411	170	254	281	351	289	384	227	236	263	265
Cops7b	497	488	391	349	438	487	485	598	418	424	599	499
Nppc	5	16	6	5	8	29	31	40	16	15	2	12
Dis3l2	307	351	228	334	225	231	405	517	441	470	462	360
Alppl2	0	0	0	0	0	0	0	0	0	0	0	0
Alpi	0	0	0	0	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	0	0	0	0	0	0
Ecel1	2	0	0	2	0	0	0	1	1	0	1	1
Prss56	0	0	1	0	0	0	0	0	0	0	0	0
Chrnd	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	0	0	0	1	0	0	0	0	0	0	0	0
Eif4e2	1526	1463	1375	1542	1432	1482	1276	1557	1584	1672	1558	1343
Efhd1	2	1	2	0	2	0	2	0	0	1	0	0
Gigyf2	1166	1323	857	875	1053	1195	1102	1263	1178	1122	1318	1128
Kcnj13	3	2	3	6	3	3	1	5	5	0	8	3
3110079O15Rik	0	0	0	0	0	0	0	0	0	1	0	0
Ngef	0	0	0	0	0	0	0	0	0	0	0	1
Neu2	0	0	0	0	0	0	1	0	0	0	0	0
Inpp5d	8284	8613	2473	3945	2105	2553	6583	8717	1785	2773	3992	3188
Atg16l1	714	1022	580	740	775	781	729	920	716	680	921	743
Scarna6	4	7	1	5	3	0	4	2	2	3	5	1
Sag	3	2	0	0	5	1	0	1	1	3	4	5
Dgkd	908	1008	497	549	569	613	514	742	484	459	541	472
Usp40	360	461	313	302	473	408	298	351	347	259	508	417
Ugt1a10	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a9	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a7c	297	244	208	209	69	42	271	391	239	299	33	17
Ugt1a6b	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6a	0	1	0	0	0	0	1	1	0	0	0	1
Ugt1a5	0	1	0	0	0	0	1	1	0	0	0	0
Ugt1a2	0	0	0	0	1	0	0	0	0	1	0	0
Dnajb3	0	0	0	0	2	0	7	4	6	2	10	11
Ugt1a1	0	0	0	0	1	0	0	0	0	0	0	0
Mroh2a	0	5	1	6	15	17	6	9	7	6	4	1
Hjurp	173	224	97	127	157	156	213	250	137	153	136	129
6430706D22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730008H23Rik	0	0	0	1	0	0	0	0	0	0	0	0
Trpm8	0	0	0	0	0	0	0	0	0	0	0	0
Spp2	0	0	0	0	0	0	0	0	0	0	0	0
Glrp1	0	0	0	0	0	0	3	1	1	2	2	0
Gm19589	0	0	0	0	0	0	0	0	0	0	0	0
Arl4c	1203	1210	429	956	257	410	1066	1103	192	217	245	177
Platr5	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	1	2	0	2	1	1	4	0	0	3	0
Sh3bp4	477	432	946	679	1399	1679	515	639	2377	1927	1833	1776
C030007H22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Agap1	259	282	163	201	74	105	118	158	102	123	66	83
4933400F21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gbx2	0	0	0	0	0	0	0	0	0	0	0	0
Asb18	0	0	0	0	0	0	0	0	0	0	0	0
Iqca	0	0	0	0	0	0	0	0	0	0	0	0
Ackr3	0	0	0	0	0	0	0	0	0	0	0	0
Cops8	1049	1104	964	981	1062	1113	931	1069	1053	1008	1219	1028
Col6a3	0	0	0	0	0	0	0	0	0	0	0	0
Mlph	0	0	0	0	0	0	0	0	0	0	0	0
Prlh	0	0	0	0	0	0	0	0	0	0	0	0
Rab17	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	3103	3123	3295	3929	2345	2196	2865	3346	3660	3745	3008	2491
Rbm44	0	0	0	0	0	0	0	0	0	0	1	0
Ramp1	1	0	0	0	0	0	6	4	3	0	0	0
Ube2f	905	718	1014	1064	2236	1906	675	770	1355	1407	1554	1155
Scly	456	549	305	411	258	320	406	571	335	424	330	289
Espnl	0	1	0	0	0	0	0	0	0	0	1	0
Klhl30	0	3	0	0	0	0	0	0	0	0	0	0
Fam132b	58	91	69	90	43	63	85	106	94	125	40	50
Ilkap	575	731	394	591	468	552	543	669	546	614	546	479
1700020N18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Hes6	106	141	48	59	77	100	135	167	41	52	48	73
Per2	78	134	32	50	22	42	100	144	72	95	58	52
Traf3ip1	183	206	117	149	179	155	119	162	113	92	173	172
Asb1	399	462	239	227	295	324	451	548	311	318	383	313
Twist2	5	5	1	1	0	3	8	7	2	1	2	4
Hdac4	362	353	136	243	161	194	262	342	142	241	146	156
Ndufa10	1658	1460	1398	1457	1145	1169	1092	1339	1240	1355	1275	1088
Mir6900	0	0	0	0	0	1	0	0	0	0	0	0
Olfr1416	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0	0	0	0	0
Myeov2	549	522	469	513	447	499	604	741	697	762	644	539
Otos	0	1	0	0	0	0	1	2	0	0	0	0
Gpc1	187	172	273	264	177	173	260	364	322	300	175	203
Mir149	0	0	0	0	0	0	1	1	0	0	0	0
Ankmy1	2	0	0	1	2	7	1	2	2	1	16	8
Dusp28	64	50	32	34	32	41	76	119	45	37	87	85
Rnpepl1	711	760	312	417	479	587	686	999	418	455	458	499
9430060I03Rik	2	4	1	0	3	8	1	5	4	4	3	2
Capn10	194	171	101	126	258	245	202	256	172	157	217	228
Gpr35	15	5	2	9	11	20	0	2	2	2	1	1
Aqp12	0	0	0	0	0	0	0	0	0	0	0	0
Kif1a	2	2	3	4	172	145	8	13	28	18	46	54
Agxt	0	0	0	0	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	0	1	0	0	0	0	0	0	0	0
Sned1	0	0	1	1	2	3	0	5	0	3	4	6
Mir6901	0	0	0	0	0	0	0	0	0	0	0	0
Mterf4	103	127	77	107	126	124	106	145	107	107	111	77
Pask	265	387	189	311	284	297	344	466	287	373	274	251
Ppp1r7	1052	1095	872	968	1232	1207	954	1116	1119	1114	1486	1200
Mir6902	0	1	0	1	0	0	0	0	0	0	0	0
Mir6345	0	0	0	0	0	0	0	0	0	0	0	0
Ano7	0	0	0	0	0	0	2	0	2	1	1	3
Hdlbp	9812	10356	8342	10163	6935	7728	6246	8250	7612	8716	6120	5381
Sept2	4995	5990	4078	5325	5253	4377	5006	5678	5498	5352	5149	3697
Farp2	130	173	60	110	93	110	110	141	49	101	71	86
Stk25	696	764	559	725	856	834	593	709	629	694	766	630
Bok	4	1	3	1	3	1	10	12	12	6	1	2
Thap4	453	389	417	407	475	497	313	387	389	308	419	384
Atg4b	533	505	367	422	396	467	377	437	336	410	422	395
Dtymk	829	998	635	843	633	732	810	1068	764	852	641	560
Ing5	979	1246	634	896	739	785	853	966	711	755	740	674
D2hgdh	96	115	30	43	57	41	80	112	27	38	34	36
Gal3st2	0	0	0	0	0	0	0	0	0	0	0	0
Gm9994	0	0	0	0	0	0	0	0	0	0	0	0
Gm6086	0	0	0	0	1	0	0	2	2	0	0	0
Neu4	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd1	0	0	0	0	0	0	0	1	1	0	1	2
4930440C22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Fam174a	216	216	92	130	188	168	320	357	168	211	174	221
St8sia4	6825	8437	2569	3918	2959	2577	6106	6652	2936	2965	2986	2044
4930598F16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	1	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0	0	0	0	0	0	0
Slco4c1	0	1	0	0	0	0	0	1	5	4	1	6
Panct2	1	1	0	0	0	0	2	1	0	1	1	2
Slco6b1	0	0	0	1	0	0	0	1	0	0	0	2
Slco6c1	0	0	0	0	0	0	0	0	0	0	0	0
D1Ertd622e	1387	1267	1199	1246	585	532	779	959	1228	1063	932	763
Ppip5k2	1464	1531	522	634	644	510	855	1060	425	401	655	466
Gin1	131	172	71	68	97	101	123	156	111	97	122	82
Pam	0	1	0	0	1	0	0	0	1	0	0	0
B230216N24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Slco6d1	0	0	0	0	0	0	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	0	0	0	0	0	0	0
Gm20268	0	0	0	0	0	0	0	0	0	0	0	0
Cdh20	0	0	0	0	0	0	0	0	0	0	0	0
Rnf152	0	1	0	0	3	4	20	15	26	10	24	10
Pign	1103	1404	709	911	1368	1238	1129	1411	764	868	1385	1026
2310035C23Rik	746	1068	431	638	826	727	1025	1215	635	524	861	596
Tnfrsf11a	358	369	136	206	179	258	374	455	63	59	195	185
Zcchc2	852	964	631	777	621	774	851	1070	929	773	1456	1334
Gm20753	0	4	1	3	1	1	4	4	1	1	3	0
Phlpp1	1484	1822	1134	2758	1251	1368	857	1106	775	1163	930	783
Bcl2	599	758	248	379	65	113	938	1143	266	383	282	223
Mir3473f	0	0	0	0	0	0	0	0	0	0	0	0
Kdsr	132	170	39	68	44	44	132	142	46	64	40	37
Vps4b	2379	2624	1591	2119	1986	1672	2470	2963	2536	2633	2440	1792
Serpinb5	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb12	7	0	0	1	0	1	2	1	1	4	0	0
Serpinb13	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb11	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb7	1	0	0	0	2	0	0	0	1	3	0	0
Serpinb2	0	0	1	0	0	0	0	0	0	0	0	0
Serpinb10	10	11	4	1	0	0	5	20	0	2	0	0
Serpinb8	530	597	255	487	15	18	304	356	163	148	32	23
D830032E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cdh7	0	0	0	0	0	0	0	0	0	0	0	0
Cdh19	1	0	0	1	1	0	2	4	0	5	1	2
Dsel	53	58	28	32	29	23	118	151	78	85	35	59
Cntnap5a	0	1	0	0	0	0	0	0	2	0	0	1
Tsn	2875	2960	2182	2779	2283	2371	2367	2928	2517	2692	2386	2073
Nifk	1241	1365	964	1198	962	959	1028	1315	1049	1062	1352	1016
Clasp1	1737	1504	1511	1266	1443	1455	1531	1854	1429	1361	1561	1369
2900060B14Rik	2	1	3	2	5	4	3	3	2	5	9	2
Tfcp2l1	4	3	3	2	0	1	5	3	5	2	5	1
Gli2	0	0	0	0	0	0	0	0	0	0	0	0
Mir6346	0	0	0	0	0	0	0	0	0	0	0	0
Inhbb	0	0	0	0	0	0	0	0	0	0	0	0
Ralb	2864	2902	1273	1747	903	1156	2012	2675	1155	1365	1087	952
Tmem185b	637	658	508	482	561	588	516	618	581	493	651	559
3830432H09Rik	2	2	0	0	1	0	0	0	1	1	2	0
Epb4.1l5	94	88	287	275	143	147	38	32	459	379	157	155
Ptpn4	543	722	455	407	435	347	467	652	375	371	389	333
Tmem177	100	95	96	76	83	79	80	114	87	100	106	108
Cfap221	0	0	0	0	0	0	0	0	0	0	0	0
Sctr	0	0	0	0	0	0	0	0	0	0	0	0
Tmem37	0	0	0	0	0	0	0	0	0	0	0	0
Dbi	2186	1945	1942	1891	1364	1596	3168	3701	3481	3713	2564	2102
3110009E18Rik	27	29	9	14	9	13	15	21	20	17	8	5
Steap3	0	1	0	0	0	0	2	1	0	1	0	0
C1ql2	0	0	0	0	0	0	0	0	0	0	0	0
Marco	0	0	0	0	12	9	0	0	0	0	0	0
En1	0	0	0	0	0	0	0	0	0	0	0	0
Celrr	0	0	0	0	0	0	0	0	0	0	0	0
Insig2	368	410	159	205	185	160	521	637	317	323	247	214
Ccdc93	1532	1917	797	1076	880	915	1222	1566	543	634	749	645
Htr5b	2	0	0	0	0	0	1	1	1	1	0	1
Ddx18	2249	2477	1683	2077	2270	2179	1624	2088	1868	1704	2599	2009
Dpp10	0	0	0	0	0	1	1	0	1	2	7	7
Actr3	34466	35504	26069	31640	24940	21168	30770	36639	31066	32421	24875	17352
Slc35f5	179	164	146	133	193	156	214	265	210	254	227	170
Gpr39	5	12	3	5	4	6	4	24	4	7	0	3
Lypd1	1	0	0	0	0	0	1	0	0	0	0	0
Nckap5	0	0	0	0	0	0	0	0	0	0	0	0
Mgat5	64	69	52	65	34	40	7	23	10	15	11	14
Tmem163	0	0	0	0	0	0	0	0	0	0	0	0
Acmsd	0	0	0	0	0	0	0	0	0	0	0	0
2900009J06Rik	0	0	0	0	0	0	0	0	1	0	0	2
Ccnt2	414	994	562	977	967	847	702	874	864	954	1038	734
Map3k19	2	0	0	1	0	1	0	3	0	0	0	1
Rab3gap1	1043	1090	807	872	801	773	754	926	886	959	813	676
Zranb3	175	256	90	162	156	118	224	267	140	178	133	95
R3hdm1	1211	1506	795	1157	1050	1058	1153	1354	976	1015	1215	915
Mir128-1	0	0	0	0	0	0	0	0	0	0	0	1
Ubxn4	1642	1926	1576	1867	1839	1743	1637	1951	2218	2427	2363	1766
Lct	3	11	2	3	8	8	3	8	4	1	15	14
Mcm6	5907	6914	3709	5229	4191	4254	4790	6968	4285	5487	4384	4184
Dars	2538	3106	1841	2512	2438	2069	2173	2677	1957	2143	2724	1979
Cxcr4	36	46	12	35	4	5	182	207	71	84	10	16
Thsd7b	0	0	0	0	0	0	0	0	0	0	0	0
Cd55b	0	0	0	0	0	0	0	0	0	0	0	0
Cd55	0	0	0	0	0	0	0	0	0	0	0	0
Zp3r	0	0	0	0	0	0	0	0	0	0	0	0
C4bp	0	0	0	0	0	0	0	0	0	0	0	0
C4bp-ps1	0	0	0	0	0	0	0	1	0	0	0	0
Pfkfb2	150	258	82	156	189	191	207	206	139	123	119	104
Yod1	206	297	157	213	242	212	195	234	180	227	178	139
AA986860	3	4	1	1	1	4	12	12	5	1	10	12
Fcamr	1	10	5	13	36	73	1	3	3	1	0	3
Pigr	6	17	1	4	9	35	0	0	0	0	1	0
Fcmr	0	0	0	0	5	9	0	0	1	1	4	7
Il24	0	0	0	0	0	0	0	0	0	0	0	0
Il20	0	0	0	0	0	0	0	0	0	0	0	0
Il19	0	0	0	0	13	7	0	0	0	0	0	0
Il10	2	2	25	39	872	613	2	1	11	7	33	53
Mapkapk2	4412	3926	4829	5516	7384	7120	3084	3630	4828	5178	2970	3002
Dyrk3	74	56	62	55	19	19	7	11	33	32	6	11
Eif2d	631	664	480	569	513	561	306	426	319	362	397	334
Rassf5	1261	1306	259	318	438	415	1066	1462	349	389	525	391
Ikbke	1	0	11	18	307	556	0	0	12	8	237	287
Srgap2	1135	1291	850	896	2614	2757	1119	1339	878	847	2230	1805
Fam72a	181	165	203	160	867	975	176	186	284	184	651	528
Avpr1b	0	0	0	0	0	0	0	0	0	0	0	0
Ctse	11	7	9	4	1	0	2	9	4	3	2	1
Rab7b	5584	5603	2065	3040	596	790	4690	5696	2375	3084	2620	1878
Slc26a9	0	0	0	0	1	3	0	0	0	1	0	0
Pm20d1	0	1	0	0	0	0	0	0	0	0	0	0
Slc41a1	408	428	372	486	301	305	256	394	351	411	211	222
Rab29	140	138	85	81	93	110	142	155	97	126	255	248
Nucks1	6055	7711	4222	6240	4892	4648	5623	6162	5133	4889	4769	3559
Slc45a3	126	126	52	60	25	27	11	20	12	6	9	6
Elk4	617	778	402	649	292	320	325	435	243	311	200	174
Mfsd4	265	322	186	270	153	149	119	148	81	113	82	65
Cdk18	431	421	468	509	262	279	47	70	71	71	40	61
Lemd1	0	0	0	0	0	0	0	0	0	0	0	0
Mir135b	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc8a	0	0	0	0	0	0	0	0	0	0	0	0
Nuak2	274	281	106	142	202	156	153	254	76	82	160	121
Tmcc2	48	55	10	17	16	26	45	46	7	9	14	14
Dstyk	189	272	156	162	209	205	150	215	158	152	204	160
Rbbp5	1243	1327	791	911	953	916	1125	1346	927	843	1054	797
Tmem81	123	149	67	90	92	83	117	162	107	93	121	80
Cntn2	0	0	0	0	0	0	1	0	0	0	0	0
Nfasc	13	6	15	16	5	6	0	0	2	0	0	0
Gm10538	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn2	0	0	0	0	2	0	0	0	0	0	0	0
Mdm4	742	1493	833	1253	1078	903	1494	1656	1448	1570	1600	1068
Pik3c2b	94	126	41	41	27	20	60	72	11	17	4	3
Ppp1r15b	4006	4373	3771	4325	3548	3761	4120	4966	4709	4483	4401	3544
Plekha6	132	239	54	106	12	31	113	121	34	47	15	9
Gm19461	0	0	0	0	0	0	0	0	0	0	0	0
Golt1a	0	0	0	0	0	0	0	0	0	0	0	0
Kiss1	0	0	0	0	0	0	0	0	0	0	0	0
Ren2	0	0	0	0	0	0	0	0	0	0	0	0
Ren1	0	0	0	0	0	0	0	0	0	0	0	0
Etnk2	0	0	0	0	0	0	0	0	3	1	0	0
Sox13	0	0	0	0	0	0	0	0	0	0	0	0
Snrpe	1170	1268	983	1193	1130	963	942	1149	1099	1190	1091	829
Zc3h11a	2117	2994	2159	3072	2581	2544	2634	2957	3591	3501	2882	2069
Zbed6	660	1031	596	922	835	822	824	1058	976	1164	797	733
Lax1	0	0	0	0	0	0	0	0	0	0	0	0
Atp2b4	40	31	16	14	25	41	2	5	5	5	4	1
Mir6903	0	0	0	0	0	0	0	0	0	0	0	0
Optc	0	0	0	0	0	0	0	0	0	0	0	0
Prelp	0	0	0	0	0	0	0	0	0	0	0	0
Fmod	0	0	0	0	0	0	0	0	0	0	0	0
Btg2	2048	1868	4392	5583	2118	2394	2970	3565	5478	6962	4176	3884
Chit1	0	0	0	0	0	0	0	0	0	0	0	0
Chil1	0	1	0	0	0	0	1	0	0	0	0	0
Mybph	0	0	0	0	0	1	0	0	0	0	0	0
Adora1	0	0	0	0	0	0	0	0	0	0	0	0
Myog	0	0	0	0	0	0	0	0	0	0	0	0
Ppfia4	2810	2338	708	937	277	308	3256	3870	928	1248	816	611
Tmem183a	1307	1187	1011	1190	981	885	1194	1365	1396	1435	1285	1003
4933406M09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5r1	274	308	140	215	55	74	96	142	56	82	18	29
Adipor1	2092	1913	1227	1299	1238	1379	1102	1365	905	903	1026	870
Klhl12	77	100	57	84	36	33	29	24	16	18	28	15
Rabif	470	464	227	239	290	276	331	455	219	192	298	209
Mgat4e	0	0	0	0	0	0	0	0	0	0	0	0
Kdm5b	13	9	20	17	10	6	3	10	9	5	4	3
Syt2	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r12b	101	134	28	54	32	44	108	159	32	42	31	37
Ube2t	272	309	103	121	179	167	297	383	135	138	180	173
Lgr6	1	0	0	1	0	0	0	3	2	0	1	1
Ptprv	34	111	10	43	12	12	82	118	23	52	25	19
Ptpn7	2368	2286	634	836	392	499	3264	4255	756	912	999	867
Arl8a	1080	1100	583	605	690	693	1054	1163	590	506	591	552
Gpr37l1	0	0	0	0	0	1	0	0	0	0	0	0
Elf3	0	2	2	0	5	0	2	0	0	1	0	3
Rnpep	3885	3700	2361	2804	2105	2134	2185	2880	1615	2029	1865	1523
Timm17a	1203	1155	958	990	1178	1160	805	987	1022	891	1287	991
Lmod1	0	0	0	0	0	0	0	0	0	0	0	0
Shisa4	0	1	0	0	1	0	4	0	1	1	0	0
Ipo9	3266	3391	1816	2424	1756	1909	2591	3306	1823	2262	1833	1700
Nav1	4593	4478	1819	2453	564	819	2070	2836	789	1194	708	654
Mir1231	0	0	0	0	0	0	0	0	0	0	0	0
Csrp1	2625	2202	3310	3230	4081	4925	2483	3040	3311	3619	5403	4976
Phlda3	15	9	7	8	4	7	0	7	5	6	12	12
Tnni1	0	0	0	1	1	1	0	0	0	0	1	0
Lad1	12	4	139	74	812	1308	8	7	168	138	2385	2814
Tnnt2	0	0	0	0	6	6	0	0	0	3	7	12
Pkp1	0	0	0	0	0	0	0	0	0	0	0	0
Igfn1	0	0	0	0	0	0	0	0	0	0	0	0
Tmem9	43	58	16	25	11	7	40	37	25	13	12	9
Ascl5	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1s	84	59	404	445	608	609	55	75	660	695	354	372
Gm15850	0	0	1	0	1	0	0	1	0	2	0	0
Kif21b	648	760	2946	2873	6643	7865	671	787	5393	5857	1990	1840
5730559C18Rik	0	1	1	0	1	0	0	0	0	0	0	0
Gpr25	0	0	0	0	0	0	0	0	0	0	0	0
Camsap2	1523	1855	640	729	650	636	1456	1735	664	657	621	475
9230116N13Rik	14	15	1	5	7	10	23	21	5	6	11	7
Ddx59	128	164	77	66	133	119	131	141	74	90	146	132
Kif14	869	1043	301	396	713	695	973	1006	448	533	577	468
Zfp281	721	773	527	626	794	689	571	783	625	588	675	519
Gm19705	0	0	0	0	0	0	0	0	0	1	1	0
